Date,Open,High,Low,Close,Adj Close,Volume
1962-07-06,0.000000,0.309231,0.300396,0.304261,0.057515,1131840
1962-07-09,0.000000,0.308127,0.301500,0.307574,0.058141,1267661
1962-07-10,0.000000,0.320827,0.310335,0.310888,0.058768,2422138
1962-07-11,0.000000,0.310888,0.307574,0.309783,0.058559,1358208
1962-07-12,0.000000,0.315857,0.309783,0.309783,0.058559,1290298
1962-07-13,0.000000,0.309783,0.307022,0.308127,0.058246,747014
1962-07-16,0.000000,0.308127,0.303157,0.307022,0.058037,1471392
1962-07-17,0.000000,0.308127,0.302605,0.302605,0.057202,1154477
1962-07-18,0.000000,0.303157,0.298739,0.299844,0.056680,837562
1962-07-19,0.000000,0.304261,0.298739,0.302605,0.057202,928109
1962-07-20,0.000000,0.308679,0.302605,0.308679,0.058350,1199750
1962-07-23,0.000000,0.313649,0.307022,0.312544,0.059081,565920
1962-07-24,0.000000,0.315305,0.307574,0.310335,0.058663,1154477
1962-07-25,0.000000,0.308679,0.303709,0.307022,0.058037,996019
1962-07-26,0.000000,0.314753,0.306470,0.310335,0.058663,747014
1962-07-27,0.000000,0.313096,0.307022,0.313096,0.059185,769651
1962-07-30,0.000000,0.333528,0.315305,0.331319,0.062630,1131840
1962-07-31,0.000000,0.339050,0.329110,0.329662,0.062316,1312934
1962-08-01,0.000000,0.332976,0.325797,0.327454,0.061899,928109
1962-08-02,0.000000,0.325245,0.322484,0.322484,0.060960,905472
1962-08-03,0.000000,0.328006,0.322484,0.326901,0.061795,814925
1962-08-06,0.000000,0.326901,0.320275,0.320275,0.060542,973382
1962-08-07,0.000000,0.314753,0.307022,0.308127,0.058246,1426118
1962-08-08,0.000000,0.308127,0.303157,0.308127,0.058246,1448755
1962-08-09,0.000000,0.306470,0.302605,0.303709,0.057411,1267661
1962-08-10,0.000000,0.308127,0.300948,0.300948,0.056889,520646
1962-08-13,0.000000,0.303709,0.299291,0.299291,0.056575,611194
1962-08-14,0.000000,0.299844,0.292665,0.299291,0.056575,2852237
1962-08-15,0.000000,0.304813,0.301500,0.303709,0.057411,905472
1962-08-16,0.000000,0.301500,0.297083,0.298187,0.056367,611194
1962-08-17,0.000000,0.298187,0.296530,0.296530,0.056053,498010
1962-08-20,0.000000,0.295978,0.294874,0.295426,0.055845,1969402
1962-08-21,0.000000,0.294322,0.284934,0.286591,0.054175,837562
1962-08-22,0.000000,0.294874,0.284934,0.294874,0.055740,1743034
1962-08-23,0.000000,0.294322,0.289904,0.289904,0.054801,882835
1962-08-24,0.000000,0.288247,0.284382,0.286039,0.054070,950746
1962-08-27,0.000000,0.286039,0.284382,0.284382,0.053757,679104
1962-08-28,0.000000,0.285486,0.279412,0.279412,0.052818,1245024
1962-08-29,0.000000,0.278860,0.276099,0.276099,0.052191,747014
1962-08-30,0.000000,0.281069,0.277203,0.278308,0.052609,1199750
1962-08-31,0.000000,0.280517,0.277756,0.279412,0.052818,1312934
1962-09-04,0.000000,0.282725,0.278860,0.279412,0.052818,1358208
1962-09-05,0.000000,0.284934,0.279412,0.281621,0.053574,724378
1962-09-06,0.000000,0.286039,0.279412,0.283830,0.053994,1199750
1962-09-07,0.000000,0.284934,0.282173,0.282725,0.053784,1063930
1962-09-10,0.000000,0.287143,0.283278,0.287143,0.054624,407462
1962-09-11,0.000000,0.295978,0.287143,0.295978,0.056305,792288
1962-09-12,0.000000,0.299291,0.295978,0.297635,0.056620,633830
1962-09-13,0.000000,0.299291,0.295978,0.299291,0.056935,701741
1962-09-14,0.000000,0.300396,0.295978,0.298187,0.056725,905472
1962-09-17,0.000000,0.299844,0.297635,0.298739,0.056830,1018656
1962-09-18,0.000000,0.302052,0.298187,0.301500,0.057356,769651
1962-09-19,0.000000,0.307022,0.298739,0.305366,0.058091,1335571
1962-09-20,0.000000,0.304813,0.294874,0.294874,0.056095,2263680
1962-09-21,0.000000,0.295978,0.288247,0.291008,0.055360,1901491
1962-09-24,0.000000,0.288247,0.285486,0.285486,0.054309,1403482
1962-09-25,0.000000,0.290456,0.284934,0.287143,0.054624,1018656
1962-09-26,0.000000,0.289904,0.287695,0.287695,0.054730,792288
1962-09-27,0.000000,0.293769,0.287143,0.289904,0.055150,1109203
1962-09-28,0.000000,0.290456,0.287143,0.287695,0.054730,950746
1962-10-01,0.000000,0.286591,0.281069,0.282173,0.053679,1607213
1962-10-02,0.000000,0.288800,0.281621,0.287695,0.054730,1041293
1962-10-03,0.000000,0.288800,0.282725,0.282725,0.053784,1177114
1962-10-04,0.000000,0.283830,0.280517,0.283830,0.053994,814925
1962-10-05,0.000000,0.288247,0.283830,0.288247,0.054835,860198
1962-10-08,0.000000,0.289352,0.288247,0.288800,0.054940,882835
1962-10-09,0.000000,0.293769,0.289904,0.293217,0.055780,701741
1962-10-10,0.000000,0.292665,0.289904,0.290456,0.055255,973382
1962-10-11,0.000000,0.290456,0.287143,0.288800,0.054940,1312934
1962-10-12,0.000000,0.289904,0.287143,0.289904,0.055150,701741
1962-10-15,0.000000,0.293217,0.288800,0.293217,0.055780,543283
1962-10-16,0.000000,0.295978,0.290456,0.292113,0.055570,1199750
1962-10-17,0.000000,0.292665,0.287143,0.288247,0.054835,1290298
1962-10-18,0.000000,0.290456,0.287143,0.289904,0.055150,1335571
1962-10-19,0.000000,0.291561,0.288800,0.288800,0.054940,1992038
1962-10-22,0.000000,0.297083,0.286039,0.297083,0.056515,1607213
1962-10-23,0.000000,0.295426,0.289352,0.289904,0.055150,1199750
1962-10-24,0.000000,0.300396,0.285486,0.300396,0.057146,1516666
1962-10-25,0.000000,0.298187,0.289352,0.293769,0.055885,1494029
1962-10-26,0.000000,0.290456,0.287143,0.288247,0.054835,316915
1962-10-29,0.000000,0.302052,0.294322,0.299291,0.056935,1403482
1962-10-30,0.000000,0.307574,0.300396,0.305366,0.058091,769651
1962-10-31,0.000000,0.308127,0.304813,0.304813,0.057986,611194
1962-11-01,0.000000,0.311440,0.300396,0.311440,0.059247,1380845
1962-11-02,0.000000,0.324693,0.314753,0.320275,0.060927,1335571
1962-11-05,0.000000,0.328006,0.321932,0.328006,0.062398,950746
1962-11-07,0.000000,0.328558,0.322484,0.326901,0.062188,520646
1962-11-08,0.000000,0.326901,0.323588,0.324693,0.061768,1245024
1962-11-09,0.000000,0.324693,0.318066,0.318066,0.060507,543283
1962-11-12,0.000000,0.324140,0.319171,0.321379,0.061137,950746
1962-11-13,0.000000,0.324693,0.319171,0.322484,0.061348,860198
1962-11-14,0.000000,0.324693,0.320275,0.323588,0.061558,701741
1962-11-15,0.000000,0.326349,0.323588,0.325797,0.061978,565920
1962-11-16,0.000000,0.329110,0.324693,0.328558,0.062503,928109
1962-11-19,0.000000,0.326349,0.319171,0.319171,0.060717,950746
1962-11-20,0.000000,0.319723,0.316962,0.318066,0.060507,837562
1962-11-21,0.000000,0.321379,0.315857,0.321379,0.061137,1109203
1962-11-23,0.000000,0.326349,0.320827,0.322484,0.061348,1607213
1962-11-26,0.000000,0.326901,0.321932,0.326901,0.062188,1267661
1962-11-27,0.000000,0.340154,0.331319,0.337393,0.064184,814925
1962-11-28,0.000000,0.344572,0.337945,0.344572,0.065549,973382
1962-11-29,0.000000,0.344019,0.340154,0.344019,0.065444,973382
1962-11-30,0.000000,0.351198,0.341811,0.345676,0.065760,1109203
1962-12-03,0.000000,0.352302,0.343467,0.351750,0.066915,1358208
1962-12-04,0.000000,0.357272,0.344572,0.356720,0.068246,1041293
1962-12-05,0.000000,0.366660,0.352302,0.365555,0.069936,1358208
1962-12-06,0.000000,0.365003,0.358929,0.361138,0.069091,950746
1962-12-07,0.000000,0.362242,0.356720,0.356720,0.068246,950746
1962-12-10,0.000000,0.357824,0.352302,0.354511,0.067824,973382
1962-12-11,0.000000,0.351750,0.346780,0.350094,0.066978,565920
1962-12-12,0.000000,0.353407,0.348989,0.351198,0.067190,837562
1962-12-13,0.000000,0.352302,0.348989,0.350646,0.067084,588557
1962-12-14,0.000000,0.350646,0.346780,0.346780,0.066344,996019
1962-12-17,0.000000,0.351198,0.346780,0.347885,0.066556,882835
1962-12-18,0.000000,0.350646,0.346780,0.347885,0.066556,543283
1962-12-19,0.000000,0.348989,0.346780,0.348989,0.066767,792288
1962-12-20,0.000000,0.352855,0.347885,0.352302,0.067401,588557
1962-12-21,0.000000,0.352855,0.348989,0.351198,0.067190,430099
1962-12-24,0.000000,0.346780,0.343467,0.346780,0.066344,362189
1962-12-26,0.000000,0.346780,0.342363,0.346228,0.066239,407462
1962-12-27,0.000000,0.347333,0.343467,0.344572,0.065922,543283
1962-12-28,0.000000,0.345676,0.342915,0.342915,0.065605,656467
1962-12-31,0.000000,0.345124,0.342363,0.342915,0.065605,271642
1963-01-02,0.000000,0.346780,0.342363,0.344019,0.065816,339552
1963-01-03,0.000000,0.348437,0.344019,0.348437,0.066661,543283
1963-01-04,0.000000,0.355616,0.348989,0.353959,0.067718,1177114
1963-01-07,0.000000,0.357824,0.351198,0.356720,0.068246,1109203
1963-01-08,0.000000,0.358929,0.352855,0.358929,0.068669,181094
1963-01-09,0.000000,0.359481,0.354511,0.355616,0.068035,543283
1963-01-10,0.000000,0.356720,0.354511,0.354511,0.067824,339552
1963-01-11,0.000000,0.356168,0.353407,0.356168,0.068141,249005
1963-01-14,0.000000,0.362242,0.353407,0.362242,0.069303,1358208
1963-01-15,0.000000,0.378808,0.366660,0.376599,0.072049,2082586
1963-01-16,0.000000,0.379912,0.373286,0.374390,0.071627,1290298
1963-01-17,0.000000,0.369421,0.363346,0.366660,0.070148,1380845
1963-01-18,0.000000,0.369973,0.361138,0.361138,0.069091,1335571
1963-01-21,0.000000,0.363899,0.360033,0.363346,0.069514,950746
1963-01-22,0.000000,0.371077,0.364451,0.366660,0.070148,928109
1963-01-23,0.000000,0.369421,0.366660,0.368868,0.070570,316915
1963-01-24,0.000000,0.369973,0.367212,0.369973,0.070782,679104
1963-01-25,0.000000,0.377151,0.371629,0.375495,0.071838,1154477
1963-01-28,0.000000,0.377704,0.375495,0.376047,0.071944,407462
1963-01-29,0.000000,0.387643,0.376599,0.387643,0.074162,2535322
1963-01-30,0.000000,0.388195,0.379912,0.379912,0.072683,701741
1963-01-31,0.000000,0.382121,0.377151,0.379912,0.072683,1312934
1963-02-01,0.000000,0.382673,0.379912,0.382673,0.073211,2127859
1963-02-04,0.000000,0.385434,0.379912,0.379912,0.072683,1177114
1963-02-05,0.000000,0.379912,0.377704,0.378808,0.072472,860198
1963-02-06,0.000000,0.378808,0.377151,0.377704,0.072261,452736
1963-02-07,0.000000,0.379360,0.377151,0.377151,0.072155,588557
1963-02-08,0.000000,0.382121,0.378256,0.381017,0.072895,679104
1963-02-11,0.000000,0.379912,0.375495,0.375495,0.071838,249005
1963-02-12,0.000000,0.369973,0.363346,0.368868,0.070570,747014
1963-02-13,0.000000,0.371629,0.366660,0.369973,0.070782,543283
1963-02-14,0.000000,0.378808,0.371077,0.378808,0.072472,3169152
1963-02-15,0.000000,0.382121,0.376047,0.379912,0.072683,747014
1963-02-18,0.000000,0.379912,0.378256,0.378256,0.072366,498010
1963-02-19,0.000000,0.379360,0.376599,0.377704,0.072261,769651
1963-02-20,0.000000,0.374390,0.369973,0.372182,0.071204,588557
1963-02-21,0.000000,0.368868,0.360033,0.365555,0.069936,430099
1963-02-25,0.000000,0.365003,0.356720,0.356720,0.068246,860198
1963-02-26,0.000000,0.359481,0.348989,0.359481,0.068774,1063930
1963-02-27,0.000000,0.364451,0.359481,0.359481,0.068774,1018656
1963-02-28,0.000000,0.357824,0.353407,0.355616,0.068035,905472
1963-03-01,0.000000,0.358929,0.352855,0.355616,0.068035,407462
1963-03-04,0.000000,0.364451,0.360033,0.361690,0.069197,633830
1963-03-05,0.000000,0.362242,0.357824,0.359481,0.069154,565920
1963-03-06,0.000000,0.358929,0.355616,0.357824,0.068836,769651
1963-03-07,0.000000,0.361138,0.356720,0.357824,0.068836,679104
1963-03-08,0.000000,0.362242,0.357272,0.359481,0.069154,498010
1963-03-11,0.000000,0.364451,0.360033,0.364451,0.070111,452736
1963-03-12,0.000000,0.369973,0.364451,0.364451,0.070111,792288
1963-03-13,0.000000,0.366660,0.365555,0.366660,0.070535,633830
1963-03-14,0.000000,0.366660,0.365003,0.365003,0.070217,1312934
1963-03-15,0.000000,0.366660,0.365003,0.366660,0.070535,2195770
1963-03-18,0.000000,0.366107,0.358929,0.364451,0.070111,679104
1963-03-19,0.000000,0.366107,0.359481,0.361138,0.069473,837562
1963-03-20,0.000000,0.363346,0.357824,0.363346,0.069898,452736
1963-03-21,0.000000,0.362242,0.359481,0.361690,0.069579,611194
1963-03-22,0.000000,0.366660,0.361690,0.366660,0.070535,656467
1963-03-25,0.000000,0.366660,0.365003,0.365555,0.070323,1290298
1963-03-26,0.000000,0.368316,0.365555,0.366660,0.070535,1743034
1963-03-27,0.000000,0.368868,0.365555,0.366660,0.070535,498010
1963-03-28,0.000000,0.368868,0.365555,0.365555,0.070323,792288
1963-03-29,0.000000,0.367764,0.366107,0.367212,0.070642,407462
1963-04-01,0.000000,0.367764,0.365003,0.367764,0.070748,792288
1963-04-02,0.000000,0.371077,0.367764,0.371077,0.071385,656467
1963-04-03,0.000000,0.370525,0.368868,0.370525,0.071279,814925
1963-04-04,0.000000,0.371077,0.368316,0.368316,0.070854,1086566
1963-04-05,0.000000,0.376599,0.369421,0.376599,0.072448,2512685
1963-04-08,0.000000,0.376599,0.373286,0.375495,0.072235,1267661
1963-04-09,0.000000,0.375495,0.373286,0.374943,0.072129,701741
1963-04-10,0.000000,0.378256,0.372182,0.374390,0.072023,1041293
1963-04-11,0.000000,0.377704,0.375495,0.376599,0.072448,1177114
1963-04-15,0.000000,0.384330,0.378256,0.384330,0.073935,1675123
1963-04-16,0.000000,0.384330,0.382121,0.384330,0.073935,498010
1963-04-17,0.000000,0.385434,0.382121,0.383226,0.073722,475373
1963-04-18,0.000000,0.381017,0.377704,0.377704,0.072660,656467
1963-04-19,0.000000,0.382121,0.378808,0.382121,0.073510,973382
1963-04-22,0.000000,0.388748,0.385434,0.388748,0.074785,724378
1963-04-23,0.000000,0.395374,0.386539,0.393165,0.075634,1199750
1963-04-24,0.000000,0.399791,0.394822,0.399791,0.076909,1539302
1963-04-25,0.000000,0.397030,0.392061,0.395926,0.076166,701741
1963-04-26,0.000000,0.399791,0.394822,0.395374,0.076059,747014
1963-04-29,0.000000,0.397583,0.394270,0.395374,0.076059,747014
1963-04-30,0.000000,0.396478,0.389852,0.396478,0.076272,520646
1963-05-01,0.000000,0.395374,0.393165,0.393165,0.075634,769651
1963-05-02,0.000000,0.393165,0.387643,0.390956,0.075209,475373
1963-05-03,0.000000,0.389852,0.382121,0.385987,0.074254,271642
1963-05-06,0.000000,0.387643,0.375495,0.375495,0.072235,633830
1963-05-07,0.000000,0.382121,0.378808,0.379360,0.072979,701741
1963-05-08,0.000000,0.381017,0.378808,0.380465,0.073191,814925
1963-05-09,0.000000,0.383778,0.379912,0.381017,0.073297,973382
1963-05-10,0.000000,0.385987,0.381569,0.385987,0.074254,1199750
1963-05-13,0.000000,0.385987,0.382121,0.384330,0.073935,814925
1963-05-14,0.000000,0.385434,0.380465,0.382121,0.073510,814925
1963-05-15,0.000000,0.384882,0.380465,0.384882,0.074041,656467
1963-05-16,0.000000,0.385987,0.384330,0.384330,0.073935,384826
1963-05-17,0.000000,0.385987,0.383226,0.383778,0.073829,1177114
1963-05-20,0.000000,0.385987,0.383778,0.383778,0.073829,565920
1963-05-21,0.000000,0.385434,0.382121,0.385434,0.074147,1312934
1963-05-22,0.000000,0.386539,0.383778,0.385987,0.074254,565920
1963-05-23,0.000000,0.395374,0.385987,0.395374,0.076059,1494029
1963-05-24,0.000000,0.395374,0.393165,0.394270,0.075847,475373
1963-05-27,0.000000,0.390956,0.386539,0.388748,0.074785,475373
1963-05-28,0.000000,0.393717,0.389300,0.390956,0.075209,656467
1963-05-29,0.000000,0.394270,0.389852,0.394270,0.075847,701741
1963-05-31,0.000000,0.397583,0.396478,0.397030,0.076378,837562
1963-06-03,0.000000,0.399239,0.389852,0.399239,0.076803,1448755
1963-06-04,0.000000,0.404209,0.392061,0.402000,0.077334,1426118
1963-06-05,0.000000,0.403105,0.395374,0.395374,0.076059,1901491
1963-06-06,0.000000,0.397583,0.389852,0.395374,0.076059,837562
1963-06-07,0.000000,0.398687,0.388748,0.392061,0.075422,1041293
1963-06-10,0.000000,0.392613,0.388748,0.390956,0.075209,588557
1963-06-11,0.000000,0.394270,0.386539,0.392061,0.075422,679104
1963-06-12,0.000000,0.401448,0.392613,0.397583,0.076484,973382
1963-06-13,0.000000,0.403105,0.397583,0.398135,0.076590,724378
1963-06-14,0.000000,0.410835,0.399791,0.407522,0.078396,1177114
1963-06-17,0.000000,0.419118,0.411388,0.414701,0.079777,1471392
1963-06-18,0.000000,0.416357,0.409731,0.411388,0.079140,814925
1963-06-19,0.000000,0.413596,0.410835,0.413596,0.079565,430099
1963-06-20,0.000000,0.411940,0.406970,0.409731,0.078821,498010
1963-06-21,0.000000,0.413596,0.408627,0.409731,0.078821,769651
1963-06-24,0.000000,0.409731,0.407522,0.409731,0.078821,249005
1963-06-25,0.409731,0.409731,0.409731,0.409731,0.078821,0
1963-06-26,0.000000,0.403105,0.400896,0.402000,0.077334,882835
1963-06-27,0.000000,0.398687,0.396478,0.396478,0.076272,928109
1963-06-28,0.000000,0.400344,0.395374,0.398135,0.076590,860198
1963-07-01,0.000000,0.399791,0.394270,0.395374,0.076059,1131840
1963-07-02,0.000000,0.402000,0.394270,0.402000,0.077334,928109
1963-07-03,0.000000,0.410835,0.402000,0.409731,0.078821,1743034
1963-07-05,0.000000,0.421327,0.413044,0.421327,0.081052,1561939
1963-07-08,0.000000,0.419118,0.414149,0.414149,0.079671,656467
1963-07-09,0.000000,0.420775,0.416357,0.419671,0.080733,1041293
1963-07-10,0.000000,0.421327,0.417462,0.419671,0.080733,565920
1963-07-11,0.000000,0.421879,0.417462,0.417462,0.080308,701741
1963-07-12,0.000000,0.419671,0.413044,0.419671,0.080733,611194
1963-07-15,0.000000,0.422984,0.411388,0.414149,0.079671,656467
1963-07-16,0.000000,0.417462,0.411940,0.414149,0.079671,430099
1963-07-17,0.000000,0.415253,0.411940,0.413044,0.079459,452736
1963-07-18,0.000000,0.414701,0.406970,0.406970,0.078290,249005
1963-07-19,0.000000,0.406970,0.403105,0.403105,0.077547,656467
1963-07-22,0.000000,0.404761,0.402000,0.402000,0.077334,384826
1963-07-23,0.000000,0.411940,0.403105,0.411940,0.079246,1177114
1963-07-24,0.000000,0.415253,0.408627,0.415253,0.079884,814925
